date,title,speaker,audio,youtube,transcript,html
2017-10-29,,,,,,"Remembering William Perry Brandt (Ellen Brandt) <br/>(<a href=""https://uugroton.github.io/sermons/2017-10-29-eb.mp3"" rel=""noopener"" target=""_blank"">audio</a> | <a href=""https://www.facebook.com/photo.php?fbid=1917169808308144&amp;set=a.332304146794726.85635.100000454298240"">transcript</a>)"
2017-10-22,Kind World Continues,,2017-10-22.mp3,,,
2017-10-15,Kind World,,2017-10-15.mp3,,,
2017-10-08,This Tender Thread,,2017-10-08.mp3,,https://legacy.uugroton.org/Sermons/thistenderthread.html,
2017-10-01,Still Becoming Able,,2017-10-01.mp3,,https://legacy.uugroton.org/Sermons/stillbecomingable.html,
2017-09-24,The Holy Work of Showing Up for Life,,2017-09-24.mp3,,,
2017-09-17,A Tender Teaching,,2017-09-17.mp3,,https://legacy.uugroton.org/Sermons/atenderteaching.html,
2017-06-04,"Wake Up, Give Thanks, Sing",,2017-06-04.mp3,,,
2017-05-14,What to Tell the Children,,2017-05-14.mp3,,,
2017-05-07,All of Us Need All of Us to Make It,,2017-05-07.mp3,,,
2017-04-23,Jewels of Gratitude,,2017-04-23.mp3,,,
2017-04-16,Keep Room for the Unimaginable,,2017-04-16.mp3,,,
2017-04-09,The Universe Speaks with the Vocabulary of Peace,,2017-04-09.mp3,,,
2017-04-02,,,,,,"Youth sermons: <a href=""https://uugroton.github.io/sermons/2017-04-02-j-frey.mp3"" rel=""noopener"" target=""_blank"">Jon Frey</a>, <a href=""https://uugroton.github.io/sermons/2017-04-02-i-pete.mp3"" rel=""noopener"" target=""_blank"">Ian Peterson</a>, <a href=""https://uugroton.github.io/sermons/2017-04-02-e-keyd.mp3"" rel=""noopener"" target=""_blank"">Eleanor Keydel</a>, <a href=""https://uugroton.github.io/sermons/2017-04-02-w-prem.mp3"" rel=""noopener"" target=""_blank"">Will Premru</a>, <a href=""https://uugroton.github.io/sermons/2017-04-02-k-hill.mp3"" rel=""noopener"" target=""_blank"">Kira Hill</a>"
2017-03-26,Building That World of Which We Dream,,2017-03-26.mp3,,,
2017-03-19,Blessed Are We,,2017-03-19.mp3,,,
2017-03-12,Every Hour. Even Here. Even Now.,,2017-03-12.mp3,,,
2017-03-05,Out of a Great Need,,2017-03-05.mp3,,,
2017-02-19,The We of Me,,2017-02-19.mp3,,,
2017-02-12,"Nevertheless, We Persist",,2017-02-12.mp3,,,
2017-02-05,The Time Has Chosen Us,,2017-02-05.mp3,,,
2017-01-29,We Can Do Hard Things,,2017-01-29.mp3,,,
2017-01-22,Reflections on the Kigali Reading Center,Parfait Gasana,2017-01-22-pgasana.mp3,,,
2017-01-15,What if the Mightiest Word is Love,,2017-01-15.mp3,,,
2017-01-08,How Brightness Makes a Home in You,,2017-01-08.mp3,,,
2016-12-24,,,,,,"(transcript) <a href=""https://legacy.uugroton.org/Sermons/somethingnewistryingtogetitselfborn.html"">Something New Is Trying to Get Itself Born</a>"
2016-12-11,Joy Strewn All Around,,2016-12-11.mp3,,,
2016-12-04,How We Bear the Light,,2016-12-04.mp3,,,
2016-11-13,We’re All Just Walking Each Other Home,,2016-11-13.mp3,,,
2016-11-06,Love and Grace Bat Last,,2016-11-06.mp3,,,
2016-10-23,This is the Sound of All of Us,,2016-10-23.mp3,,,
2016-10-16,Open to the Stars and Weather,,2016-10-16.mp3,,,
2016-10-09,Clumsy Transformations,,2016-10-09.mp3,,,
2016-10-02,Active Hope: A New Story for a New Year,,2016-10-02.mp3,,,
2016-09-25,,,,,,"<a href=""https://uugroton.github.io/sermons/2016-09-25-as.mp3"" rel=""noopener"" target=""_blank"">Our Project</a> (Rev. Aaron Stockwell) | <a href=""https://uugroton.github.io/sermons/2016-09-25-ek.mp3"" rel=""noopener"" target=""_blank"">Gather the Sparks</a> (Rev. Elea Kemler)"
2016-09-18,More Beautiful for Having Been Broken,,2016-09-18.mp3,,https://legacy.uugroton.org/Sermons/morebeautifulforhavingbeenbroken.html,
2016-06-19,,,,,,"An Invisible Thread: A Farewell Sermon (Rev. Karen G. Johnston) (<a href=""https://uugroton.github.io/sermons/2016-06-19.mp3"" rel=""noopener"" target=""_blank"">audio</a> | <a href=""http://blog.awakeandwitness.net/wp/2016/06/an-invisible-thread-a-farewell-sermon/"">transcript</a>)"
2016-06-05,"If You Want God to Laugh, Make Plans",Rev. Elea Kemler,2016-06-05.mp3,,,
2016-05-29,"Listening as an Act of Love: The Stories that Heal, Transform and Bring Us Home",,2016-05-29.mp3,,,
2016-05-15,,,,,,"<a href=""https://uugroton.github.io/sermons/2016-05-15-elea-chalice.mp3"" rel=""noopener"" target=""_blank"">Chalice Lighting</a> (Rev. Elea Kemler) <br/> <a href=""https://uugroton.github.io/sermons/2016-05-15.mp3"" rel=""noopener"" target=""_blank"">You Say Hello...</a> (Almost-nearly-but-not-quite-yet-Rev. Karen G. Johnston) (<a href=""http://blog.awakeandwitness.net/wp/2016/05/you-say-hello-love-is-everything-sermon/"">transcript</a>)"
2016-05-08,Litany of Endearments,Rev. Lilia Cuervo,2016-05-08.mp3,,,
2016-05-01,,,,,,"Three sermonettes: <a href=""https://uugroton.github.io/sermons/2016-05-01-s-iacobucci.mp3"" rel=""noopener"" target=""_blank"">It Was Designed That Way</a> (Sarah Iacobucci); <a href=""https://uugroton.github.io/sermons/2016-05-01-j-wool.mp3"" rel=""noopener"" target=""_blank"">Building a Moral Compass</a> (Jack Wool); <a href=""https://uugroton.github.io/sermons/2016-05-01-s-boczenowski.mp3"" rel=""noopener"" target=""_blank"">Where Do We Go from Here</a> (Steve Boczenowski)"
2016-04-24,Holy Envy,"Karen G. Johnston, Sabbatical Minister",2016-04-24.mp3,,,
2016-04-17,Small,"Karen G. Johnston, Sabbatical Minister",2016-04-17.mp3,,,
2016-03-27,,,,,,"The Limits of Our Senses (Karen G. Johnston, Sabbatical Minister): <a href=""https://uugroton.github.io/sermons/2016-03-27.mp3"" rel=""noopener"" target=""_blank"">audio</a> | <a href=""http://blog.awakeandwitness.net/wp/2016/03/the-limits-of-our-senses-redux-an-easter-sermon-sermon/"">transcript</a>"
2016-03-20,,,,,,"The Paradox of Generosity &amp; Scarcity (Karen G. Johnston, Sabbatical Minister): <a href=""https://uugroton.github.io/sermons/2016-03-20.mp3"" rel=""noopener"" target=""_blank"">audio</a> | <a href=""http://blog.awakeandwitness.net/wp/2016/03/the-paradox-of-generosity-and-scarcity/"">transcript</a>"
2016-03-13,A Great Cloud of Witnesses,Matt Meyer,2016-03-13.mp3,,,
2016-03-06,,,,,,"<a href=""https://uugroton.github.io/sermons/2016-03-06.mp3"" rel=""noopener"" target=""_blank"">The Work (in Progress)</a> Written by Rev. Peter Boullata and originally delivered at the ordination of Rev. Aaron Stockwell. Delivered today by Gregg Baker, Chair of the FPCoG Joint Board"
2016-02-28,,,,,,"Illuminating the Ministry of Joshua Young (Karen G. Johnston, Sabbatical Minister) <a href=""https://uugroton.github.io/sermons/2016-02-28.mp3"" rel=""noopener"" target=""_blank"">audio</a> | <a href=""http://blog.awakeandwitness.net/wp/2016/03/illuminating-the-ministry-of-joshua-young-his-ministry-still-speaks-sermon/"">transcript</a>"
2016-02-21,"Always Creating, Always Building","Rev. Tom Nalesnik, guest minister",2016-02-21.mp3,,,
2016-02-14,Redemption Song,"Jeanne Nieuwejaar, guest minister",2016-02-14.mp3,,,
2016-01-31,Practicing the Art of Losing,"Karen G. Johnston, Sabbatical Minister",2016-01-31.mp3,,,
2016-01-24,We Stand at a New Doorway,,2016-01-24.mp3,,,
2016-01-17,"Anti-Racism, Anti-Oppression, Multiculturalism: What’s In It for White People",Ken Wagner,2016-01-17.mp3,,,
2016-01-10,"Persistently, Abundantly, Miraculously the Way It Is",,2016-01-10.mp3,,,
2016-01-03,What Ships Are Built For,,2016-01-03.mp3,,,
2015-12-24,Lift Your Face Toward the Light,,2015-12-24%2B730.mp3,,https://legacy.uugroton.org/Sermons/liftyourfacetowardthelight.html,
2015-12-13,"If We Don’t Believe in Hell, Does It Still Exist?","Karen G. Johnston, Intern Minister",2015-12-13.mp3,,,
2015-12-06,"Go Lightly, Toward Light, Toward Beauty",,2015-12-06.mp3,,,
2015-11-29,,,,,,"Reflections on Making the Way by Walking: <a href=""https://uugroton.github.io/sermons/2015-11-29-c-rogers.mp3"" rel=""noopener"" target=""_blank"">Christina Rogers</a> | <a href=""https://uugroton.github.io/sermons/2015-11-29-m-benson.mp3"" rel=""noopener"" target=""_blank"">Marisa Benson</a>"
2015-11-15,We Make the Way by Walking,,2015-11-15.mp3,,,
2015-11-08,,,,,,"Reflections on Veterans in Two Voices: <a href=""https://uugroton.github.io/sermons/2015-11-08-kj.mp3"" rel=""noopener"" target=""_blank"">Karen G. Johnston, Intern Minister</a> | <a href=""https://uugroton.github.io/sermons/2015-11-08-ek.mp3"" rel=""noopener"" target=""_blank"">Rev. Elea Kemler</a>"
2015-11-01,Reflections on Love and Grief,Frank Sapp,2015-11-01.mp3,,,
2015-10-25,Imagine a World,,2015-10-25.mp3,,,
2015-10-18,Invite Wonder,,2015-10-18.mp3,,,
2015-10-11,,,,,,"Everything Possible: On the Fluidity of Humanity (Karen G. Johnston, Intern Minister) <a href=""https://uugroton.github.io/sermons/2015-10-11.mp3"" rel=""noopener"" target=""_blank"">audio</a> | <a href=""http://awakeandwitness.net/2015/10/11/everything-possible-on-the-fluidity-of-humanity-sermon/"">transcript</a>"
2015-10-04,"Ten Thousand Prayers, Ten Thousand Paths to Hope",,2015-10-04.mp3,,,
2015-09-27,Hearing the Call of Your Heart,,2015-09-27.mp3,,,
2015-09-20,Hearing the Call to Renewal,,2015-09-20.mp3,,https://legacy.uugroton.org/Sermons/hearingthecalltorenewal.html,
2015-06-21,Love Is Best But Baseball Is Pretty Good,,2015-06-21.mp3,,,
2015-05-24,,,,,,"On Not Waiting to Be the Hummingbird (Karen G. Johnston, Intern Minister): <a href=""https://uugroton.github.io/sermons/2015-05-24.mp3"" rel=""noopener"" target=""_blank"">audio</a> | <a href=""http://blog.awakeandwitness.net/wp/2015/05/24/on-not-waiting-to-be-the-hummingbird-sermon/"">transcript</a>"
2015-05-17,Why We Are Here,,2015-05-17.mp3,,,
2015-05-03,Let Me Show You Beauty,,2015-05-03.mp3,,,
2015-04-26,,,,,,"Holding this Earth: Our Gratitude, Our Pain, Our Hope (Karen G. Johnston, Intern Minister): <a href=""https://uugroton.github.io/sermons/2015-04-26.mp3"" rel=""noopener"" target=""_blank"">audio</a> | <a href=""http://blog.awakeandwitness.net/wp/2015/04/26/how-of-now-holding-this-earth-our-gratitude-our-pain-sermon/"">transcript</a>"
2015-04-05,A Call to Such Rising,,2015-04-05.mp3,,,
2015-03-29,See What Road Appears,,2015-03-29.mp3,,,
2015-03-22,,,,,,"Youth Service Reflections — <a href=""https://uugroton.github.io/sermons/anya-31mar.mp3"" rel=""noopener"" target=""_blank"">Anya</a> | <a href=""https://uugroton.github.io/sermons/alejandro-22mar.mp3"" rel=""noopener"" target=""_blank"">Alejandro</a> | <a href=""https://uugroton.github.io/sermons/emma-22mar.mp3"" rel=""noopener"" target=""_blank"">Emma</a> | <a href=""https://uugroton.github.io/sermons/kaitlin-22mar.mp3"" rel=""noopener"" target=""_blank"">Kaitlin</a> | <a href=""https://uugroton.github.io/sermons/brayden-22mar.mp3"" rel=""noopener"" target=""_blank"">Brayden</a>"
2015-03-15,Begin Again in Love,"Karen G. Johnston, Intern Minister",2015-03-15.mp3,,,
2015-03-08,Hope is a Road,,2015-03-08.mp3,,,
2015-02-22,Choosing Open Eyes,"Karen G. Johnston, Intern Minister",2015-02-22.mp3,,,
2015-02-08,To Save What Matters Most,,2015-02-08.mp3,,,
2015-02-01,Thanks for the Memories,Rev. Charles Gaines,2015-02-01-c-gaines.mp3,,,
2015-01-25,,,,,,"<a href=""https://uugroton.github.io/sermons/2015-01-25-kj.mp3"" rel=""noopener"" target=""_blank"">Abundance Scooped From Abundance</a> (Karen G. Johnston, Intern Minister) | <a href=""https://uugroton.github.io/sermons/2015-01-25-ek.mp3"" rel=""noopener"" target=""_blank"">Always Enough</a> (Rev. Elea Kemler)"
2015-01-18,,,,,,"Who Is My Neighbor? <a href=""https://uugroton.github.io/sermons/2015-01-18-elea.mp3"" rel=""noopener"" target=""_blank"">Rev. Elea Kemler</a> | <a href=""https://uugroton.github.io/sermons/2015-01-18-e-payne.mp3"" rel=""noopener"" target=""_blank"">Rev. Eustace D. Payne Jr.</a> | <a href=""https://uugroton.github.io/sermons/2015-01-18-c-bogues.mp3"" rel=""noopener"" target=""_blank"">Charles Bogues</a>"
2015-01-11,Come With Your Wild Imaginings,,2015-01-11.mp3,,,
2014-12-14,The Shared World: Lessons in Joy and (Dis)Comfort,Intern Minister Karen G. Johnston,2014-12-14.mp3,,,
2014-12-07,"So Bold, So Brave, So Loving",,2014-12-07.mp3,,https://legacy.uugroton.org/Sermons/sobravesoboldsoloving.html,
2014-11-30,,,,,,"<p>Two reflections on growing up UU: <a href=""https://uugroton.github.io/sermons/2014-11-30-chris-funch.mp3"" rel=""noopener"" target=""_blank"">Chris Funch</a>; <a href=""https://uugroton.github.io/sermons/2014-11-30-grace-flannagan.mp3"" rel=""noopener"" target=""_blank"">Grace Flannagan</a> </p>"
2014-11-16,,,,,,"<p>Transcript: <a href=""https://legacy.uugroton.org/Sermons/blessingsofaquietheart.html"">The Blessing of a Quiet Heart</a> </p>"
2014-11-09,Calling on Wholeness,,2014-11-09.mp3,,,
2014-11-02,How They Move in Us,,2014-11-02.mp3,,,
2014-10-26,,,,,,"<p><a href=""https://uugroton.github.io/sermons/2014-10-26.mp3"" rel=""noopener"" target=""_blank"">Who Do We Shelter Now?</a>; <br/><a href=""https://uugroton.github.io/sermons/2014-10-26-opening-the-doors.mp3"" rel=""noopener"" target=""_blank"">Opening the Doors</a> </p>"
2014-10-19,This Holy Ground Called Love,,2014-10-19.mp3,,,
2014-10-12,,,,,,"<p>Nobody, but Nobody Can Make It Out Here Alone (Intern Minister Karen G. Johnston): <a href=""https://uugroton.github.io/sermons/2014-10-12.mp3"" rel=""noopener"" target=""_blank"">audio</a> – <a href=""http://blog.awakeandwitness.net/wp/2014/10/12/nobody-but-nobody-can-make-it-out-here-alone-sermon/"">transcript</a> </p>"
2014-10-05,The Language of Love,Rev. Jeanne Harrison Nieuwejaar,2014-10-05.mp3,,,
2014-09-28,Engaging Life with Tenderness,,2014-09-28.mp3,,,
2014-09-21,Taste This Sweetness,,2014-09-21.mp3,,,
2014-09-14,Out of a Great Need: This Shared Faith,,2014-09-14.mp3,,,
2014-05-25,Who Is With Us On The Road?,Laura Geoghegan Kellner,2014-05-25.mp3,,,
2014-05-18,The Annual State of the Congregation Address,,2014-05-18.mp3,,,
2014-05-11,Teach Us All You Can of Saying Yes,,2014-05-11.mp3,,,
2014-05-04,And That Has Made All the Difference,,2014-05-04.mp3,,,
2014-04-20,Rolling the Stone from the Tomb of Longing,,2014-04-20.mp3,,,
2014-04-13,Pilgrims on This Road of Love and Ashes,,2014-04-13.mp3,,,
2014-04-06,,,,,,"<p>Four Short Sermons on Courage: <a href=""https://uugroton.github.io/sermons/2014-04-06-will-frey.mp3"" rel=""noopener"" target=""_blank"">Will Frey</a> | <a href=""https://uugroton.github.io/sermons/2014-04-06-hannah-tellier.mp3"" rel=""noopener"" target=""_blank"">Hannah Tellier</a> | <a href=""https://uugroton.github.io/sermons/2014-04-06-tom-grigglestone.mp3"" rel=""noopener"" target=""_blank"">Tom Grigglestone</a> | <a href=""https://uugroton.github.io/sermons/2014-04-06-abbie-clark.mp3"" rel=""noopener"" target=""_blank"">Abbie Clark</a> </p>"
2014-03-30,Eat What Is Good,,2014-03-30.mp3,,,
2014-03-23,,,,,,"<p><a href=""https://uugroton.github.io/sermons/2014-03-23-invocation.mp3"" rel=""noopener"" target=""_blank"">Invocation</a> | <a href=""https://uugroton.github.io/sermons/2014-03-23.mp3"" rel=""noopener"" target=""_blank"">The Giants Are Dancing</a> (Laura Geoghegan Kellner) </p>"
2014-03-16,Not So Fast — Beyond Loaves and Fishes,Aaron Stockwell,2014-03-16.mp3,,,
2014-03-09,A Season for Wandering,,2014-03-09.mp3,,,
2014-03-02,A Quiet Source of Strength,,2014-03-02.mp3,,,
2014-02-23,On Wonder and Imagination,Laura Geoghegan Kellner,2014-02-23.mp3,,,
2014-02-16,Now is the Time,,2014-02-16.mp3,,,
2014-02-09,Spirituality of Imperfection (Rev. Kimberly Tomaszewski),,2014-02-09.mp3,,https://legacy.uugroton.org/Sermons/spiritualityofimperfection-kt.html,
2014-02-02,People Get Ready: In Celebration of the Generous Life,,2014-02-02.mp3,,,
2014-01-26,The Gratitude Project,,2014-01-26.mp3,,https://legacy.uugroton.org/Sermons/thegratitudeproject.html,
2014-01-19,"Reflections on service by Sara Woods, Brenna Mayer, and Steve Boczenowski",,,,https://legacy.uugroton.org/Sermons/mlk-reflections-2014-01-19.html,
2014-01-12,Every Luminous Moment,,2014-01-12.mp3,,,
2014-01-05,Waste Your Heart on Fear No More: Reflections on the New Year,,2014-01-05.mp3,,,
2013-12-24,Make Your Life an Answer,,2013-12-24-730.mp3,,,
2013-12-15,It Will Astonish You: Reflections on Joy,,2013-12-15.mp3,,,
2013-12-01,"A Plan for Existence, a Plan for the Sublime (Joel Wool)",,2013-12-01-joel-wool.mp3,,https://legacy.uugroton.org/Sermons/plan-existence-sublime-joel-wool.html,
2013-11-17,The Heart is an Unerring Compass,,2013-11-17.mp3,,,
2013-11-10,What If?,,2013-11-10.mp3,,,
2013-11-03,Open Door and the Strategic Plan,,2013-11-03.mp3,,,
2013-10-27,Loosen Your Hands,,2013-10-27.mp3,,,
2013-10-20,A Sanctuary of Peace and a Welcome Table,,2013-10-20.mp3,,,
2013-10-13,Ja Helo (Czech Mountain Greeting) — Libana,,libana-ja-helo-2013-10-13.mp3,,,
2013-10-06,And We Call This the Repair of the World,,2013-10-06.mp3,,,
2013-09-29,,,,,,"<p><a href=""https://uugroton.github.io/sermons/2013-09-29.mp3"" rel=""noopener"" target=""_blank"">Taste and See</a> | <br/><a href=""https://uugroton.github.io/sermons/2013-09-29-reading.mp3"" rel=""noopener"" target=""_blank"">Reading (Laura Geoghegan Kellner)</a></p>"
2013-09-22,A Life Constructed Around Love,,2013-09-22.mp3,,,
2013-09-15,The Restoration of our Hearts,,2013-09-15.mp3,,,
2013-09-08,Gathering of the Water,,2013-09-08-water.mp3,,,
2013-06-02,"Summer Spirit, Summer Mind",,2013-06-02.mp3,,,
2013-05-19,A Long Road Together: The Minister’s Annual Report to the Congregation,,2013-05-19.mp3,,,
2013-03-24,The Terrible Blessings of the Journey,,2013-03-24.mp3,,,
2013-03-17,Reflections,,2013-03-17.mp3,,,
2013-03-10,Sacred Time,,2013-03-10.mp3,,,
2013-03-03,,,,,,"<p><a href=""https://uugroton.github.io/sermons/2013-03-03.mp3"" rel=""noopener"" target=""_blank"">Finally To Unfold Again: Spiritual Renewal and the Practice of Prayer</a> [truncated]</p>"
2013-02-24,"Going Deeper, Coming Home: Spiritual Renewal and the Practice of Prayer",,2013-02-24.mp3,,,
2013-02-17,Our Song at the Sea,Matt Meyer,2013-02-17.mp3,,,
2013-02-03,Truth and Emptiness: Reflections on the Fourth Principle,,2013-02-03.mp3,,,
2013-01-27,"One Sun, One Ground, One Sky",,2013-01-27.mp3,,,
2013-01-20,,,,,,"<p><b>Lay-led service for Martin Luther King Day</b></p> <p><a href=""https://uugroton.github.io/sermons/2013_01_20_Betty_Chalice.mp3"" rel=""noopener"" target=""_blank"">Chalice lighting</a> – Betty Keddy</p> <p><a href=""https://uugroton.github.io/sermons/2013-01-20_Paul_Reading.mp3"" rel=""noopener"" target=""_blank"">Excerpts from Drum Major Instinct</a> by Dr. M. L. King Jr. – Paul Harter</p> <p><a href=""https://uugroton.github.io/sermons/2013-01-20-Barbara-Restorative-Justice.mp3"" rel=""noopener"" target=""_blank"">Restorative Justice</a> – Barbara Rich</p> <p><a href=""https://uugroton.github.io/sermons/2013-01-20-June-Prison-Ministry.mp3"" rel=""noopener"" target=""_blank"">Prison Ministry/ AVP</a> – June Adams Johnson</p> <p><a href=""https://uugroton.github.io/sermons/2013-01-20-Donna-Interfaith.mp3"" rel=""noopener"" target=""_blank"">Groton Interfaith Council</a> – Donna Nowak</p>"
2013-01-13,Paint From the Inside,,2013-01-13.mp3,,,
2012-12-24,The Blessed Light That Comes,,2012-12-24.mp3,,,
2012-12-16,Words for Dec. 16,,2012-12-16.mp3,,https://legacy.uugroton.org/Sermons/wordsfordec16.html,
2012-11-18,Around Our Grateful Table,,2012-11-18.mp3,,,
2012-11-04,The Passionate Heart of Joshua Young,Rev. Elz Curtiss,2012-11-04.mp3,,,
2012-10-28,"Beloved Then, Now and Always",,2012-10-28.mp3,,,
2012-10-21,The Heart of a Sojourner,,2012-10-21.mp3,,,
2012-10-14,"Get Found, Sing Loud!",,2012-10-14.mp3,,,
2012-10-07,Eye to Eye and Soul to Soul,,2012-10-07.mp3,,,
2012-09-30,The Shelter of Each Other,,2012-09-30.mp3,,,
2012-09-23,Carbonated Holiness — On Laughter and Forgiving,,2012-09-23.mp3,,,
2012-09-16,Who We Haven't Yet Become,,2012-09-16.mp3,,,
2012-05-27,,,,,,"<p><a href=""https://uugroton.github.io/sermons/2012-05-27-ellen.mp3"" rel=""noopener"" target=""_blank"">Memorial Day Reflections</a> (Ellen Todd)</p> <p><a href=""https://uugroton.github.io/sermons/2012-05-27.mp3"" rel=""noopener"" target=""_blank"">Bless the Poets and Those Who Mourn</a> (Rev. Elea Kemler)</p>"
2012-05-13,To Bless the World,,2012-05-13.mp3,,,
2012-05-06,A Call to Those Who Remember the Dreams of Our Youth,,2012-05-06.mp3,,,
2012-04-29,The God Who Knows Only Four Words: Come Dance With Me,,2012-04-29.mp3,,https://legacy.uugroton.org/Sermons/thegodwhoknowsonlyfourwords.html,
2012-04-22,"We are Grateful, Good Earth",,2012-04-22.mp3,,,
2012-04-15,Dancing on the Edge of Maybe,,2012-04-15.mp3,,,
2012-04-08,Woken from the Sleep of Ages,,2012-04-08.mp3,,,
2012-04-01,Pilgrims on the Road of Dust and Ashes,,2012-04-01.mp3,,,
2012-03-25,,,,,,"<p><a href=""https://uugroton.github.io/sermons/2012-03-25-clara.mp3"" rel=""noopener"" target=""_blank"">Reflections</a> (Clara O'Rourke)</p> <p><a href=""https://uugroton.github.io/sermons/2012-03-25-meghan.mp3"" rel=""noopener"" target=""_blank"">Reflections</a> (Meghan McNierney)</p> <p><a href=""https://uugroton.github.io/sermons/2012-03-25-grace.mp3"" rel=""noopener"" target=""_blank"">Reflections</a> (Grace)</p>"
2012-03-18,,,,,,"<p><a href=""https://uugroton.github.io/sermons/2012-03-18.mp3"" rel=""noopener"" target=""_blank"">Over and Over Again</a> [truncated]</p>"
2012-03-11,Use Your Wings to Show You're Alive,,2012-03-11.mp3,,,
2012-03-04,The Open Doors of the Heart,,2012-03-04.mp3,,https://legacy.uugroton.org/Sermons/theopendoorsoftheheart.html,
2012-02-26,Let This be a Season for Wandering,,2012-02-26.mp3,,,
2012-02-12,The Gift of Deeper Sight,,2012-02-12.mp3,,,
2012-02-05,Bring Your Broken Heart to This Altar of Life,,2012-02-05.mp3,,,
2012-01-29,Put a Pebble in My Shoe,Melinda Green,2012-01-29-melinda.mp3,,,
2012-01-22,The Holy Thing Inside You,,2012-01-22.mp3,,,
2012-01-15,,,,,,"<p><a href=""https://uugroton.github.io/sermons/2012-01-15-CityReach.mp3"" rel=""noopener"" target=""_blank"">Reflections on CityReach</a> (Gregg Baker &amp; Braydon Woods)</p> <p><a href=""https://uugroton.github.io/sermons/2012-01-15-PrisonMinistry.mp3"" rel=""noopener"" target=""_blank"">Reflections on Prison Ministry</a> (Pat Parker-Roach &amp; Justin Holmes)</p> <p><a href=""https://uugroton.github.io/sermons/2012-01-15-Nicaragua.mp3"" rel=""noopener"" target=""_blank"">Reflections on Nicarugua</a> (Ed O’Rourke &amp; Clara O’Rourke)</p> <p><a href=""https://uugroton.github.io/sermons/2012-01-15-TADS.mp3"" rel=""noopener"" target=""_blank"">Reflections on TADS (Teenage Anxiety and Depression Solutions) </a> (Steve Boczenowsk)</p>"
2012-01-08,Heeding the Signposts of Intuition and Dream,,2012-01-08.mp3,,,
2011-12-24,Life is So Generous: Christmas Eve Message 2011,,2011-12-24.mp3,,https://legacy.uugroton.org/Sermons/lifeissogenerous.html,
2011-12-11,To Reteach a Thing Its Loveliness,,2011-12-11.mp3,,,
2011-12-04,Say the Thing That You Most Need and the Door Will Open Wide,,2011-12-04.mp3,,https://legacy.uugroton.org/Sermons/saythethingyoumostneed.html,
2011-11-27,Return to the Place Where Your Heart Is (Aaron Stockwel),,2011-11-27.mp3,,,
2011-11-13,Every Small Spring Rising,,2011-11-13.mp3,,,
2011-11-06,Reflections on Ten Years as a Welcoming Congregation,,2011-11-06.mp3,,,
2011-10-23,Touch Wonder,,2011-10-23.mp3,,,
2011-10-16,We Stand As In An Open Field,,2011-10-16.mp3,,,
2011-10-09,Walking Our Paths,,2011-10-09.mp3,,,
2011-10-02,Open Your Fists: A Reflection on Yom Kippur,,2011-10-02.mp3,,,
2011-09-25,Sweet and Thankful For Any Small Gesture,,2011-09-25.mp3,,,
2011-09-18,Strong and Strong Again: Steeple Navigation Part Two,,2011-09-18.mp3,,,
2011-06-05,What Sustains Us: The Taste of Honey and the Touch of Stone,,2011-06-05.mp3,,,
2011-05-29,Making Real A Dream Once Lost Among Sorrows and Songs,,2011-05-29.mp3,,,
2011-05-22,The Answer to Every Question,,2011-05-22.mp3,,,
2011-05-15,The Doorway into Thanks and Silence,,2011-05-15.mp3,,,
2011-05-08,"A Great, Common Tenderness",,2011-05-08.mp3,,,
2011-04-24,What Makes You Come Alive,,2011-04-24.mp3,,,
2011-04-17,If You Have Seen,,2011-04-17.mp3,,,
2011-04-10,Perfection,,2011-04-10.mp3,,,
2011-04-03,The Road to Holiness,,2011-04-03.mp3,,,
2011-03-27,You Must Answer This Question,,2011-03-27.mp3,,,
2011-03-20,"Hearts Opening, Very Wide",,2011-03-20.mp3,,,
2011-03-13,The Shared World,,2011-03-13.mp3,,,
2011-03-06,Ten Year Reflections,,2011-03-06.mp3,,,
2011-02-27,Whose Silence Are You?,,2011-02-27.mp3,,,
2011-01-30,Reflections on Fifty Years in Ministry,Rev. Charles Gaines,2011-01-30.mp3,,,
2011-01-23,"Stories of Power, Stories of Repair",,2011-01-23.mp3,,,
2011-01-16,"Everybody Can be Great, Because Anybody Can Serve",,2011-01-16.mp3,,,
2011-01-09,"Inspiration, Art, and Spirit",,2011-01-09.mp3,,,
2011-01-02,These Ways of Seeing,,2011-01-02.mp3,,,
2010-12-24,A Man Who Listened to Dreams,,2010-12-24-7-30.mp3,,,
2010-12-12,"While Waiting for Light, Bring Light",,2010-12-12.mp3,,,
2010-12-05,Hannukah To Haiti,Joel Wool,2010-12-05.mp3,,,
2010-11-28,Seven Gifts,Michael Roberts,2010-11-28.mp3,,,
2010-11-14,Choosing To Be True Human Beings,,2010-11-14.mp3,,,
2010-11-07,Dramatic Reading: Rev. John Farwell Moors,,2010-11-07.mp3,,,
2010-10-31,Eternity Breaking In,,2010-10-31.mp3,,,
2010-10-24,"Then, Love the World",,2010-10-24.mp3,,,
2010-10-17,Room In the House of the Heart,,2010-10-17.mp3,,,
2010-10-10,To Be,Arron Stockwell,2010-10-10.mp3,,,
2010-09-26,Our True Home is Under the Stars,,2010-09-26.mp3,,,
2010-09-19,How the Heart Wants to Be Alive,,2010-09-19.mp3,,,
2010-05-30,"The Responsibility of Memory, The Strength of Hope",,2010-05-30.mp3,,,
2010-05-16,The Compass of the Heart,,2010-05-16.mp3,,,
